Stock,Price,Change,ChangePercent,Previous Close,Open,Bid,Ask,Day's Range,52 Week Range,Volume,Avg. Volume,Market Cap (intraday),Beta (5Y Monthly),PE Ratio (TTM),EPS (TTM),Earnings Date,Forward Dividend & Yield,Ex-Dividend Date,1y Target Est
AAPL,235.93,-2.10,(-0.88%),238.03 ,237.71 ,235.93 x 200,236.02 x 100,234.70 - 240.07 ,164.08 - 260.10 ,"53,101,971 ","51,162,249 ",3.544T ,1.18,37.75 ,6.25 ,"Apr 30, 2025 - May 5, 2025",1.00 (0.42%),"Feb 10, 2025",252.92 
